,loss,accuracy,val_loss,val_accuracy
0,0.6519817113876343,0.6248770356178284,0.6155734062194824,0.6870696544647217
1,0.5969492793083191,0.687288224697113,0.5944271087646484,0.6919153332710266
2,0.5848566293716431,0.6942835450172424,0.5886998176574707,0.6919153332710266
3,0.5803269147872925,0.6954858303070068,0.5857950448989868,0.6921703815460205
4,0.5780456066131592,0.6974532604217529,0.5841403603553772,0.6954858303070068
5,0.576586902141571,0.6982184052467346,0.5829712748527527,0.6952307820320129
6,0.5756506323814392,0.6992021203041077,0.5825054049491882,0.6919153332710266
7,0.5750018358230591,0.6973439455032349,0.5821560621261597,0.6967610120773315
8,0.5748283863067627,0.6970160603523254,0.5826340913772583,0.6942106485366821
9,0.5744532346725464,0.6978904604911804,0.5828825831413269,0.6959959268569946
10,0.57429438829422,0.699311375617981,0.5814383625984192,0.6954858303070068
11,0.5740200877189636,0.698546290397644,0.5823429822921753,0.6962509751319885
12,0.5740471482276917,0.6989834904670715,0.5813562273979187,0.694465696811676
13,0.5735628008842468,0.7007322907447815,0.5824906826019287,0.6947207450866699
14,0.5737065672874451,0.698546290397644,0.5821941494941711,0.6952307820320129
15,0.5738476514816284,0.6967974901199341,0.5815262198448181,0.6970160603523254
16,0.5734085440635681,0.6971253752708435,0.5810533165931702,0.6959959268569946
17,0.5731338262557983,0.7004044055938721,0.5811066627502441,0.6975261569023132
18,0.5730092525482178,0.7025904655456543,0.5814087986946106,0.6939556002616882
19,0.573492169380188,0.695704460144043,0.5808165073394775,0.6962509751319885
20,0.5730637907981873,0.6988741755485535,0.5811768770217896,0.6949757933616638
21,0.5730270147323608,0.699311375617981,0.5809721946716309,0.6975261569023132
22,0.5727325081825256,0.6981090903282166,0.5807577967643738,0.6967610120773315
23,0.5727288722991943,0.6988741755485535,0.5817117094993591,0.6942106485366821
24,0.5728565454483032,0.6989834904670715,0.5808108448982239,0.6965059638023376
25,0.5725295543670654,0.6987649202346802,0.5819368958473206,0.6947207450866699
26,0.5727952122688293,0.6983276605606079,0.5814493894577026,0.6947207450866699
27,0.5725892782211304,0.6997486352920532,0.5807214379310608,0.6959959268569946
28,0.572444498538971,0.7006230354309082,0.5814511775970459,0.6957408785820007
29,0.5723926424980164,0.6989834904670715,0.5822628140449524,0.6954858303070068
30,0.572270393371582,0.6976718902587891,0.5811170339584351,0.6962509751319885
31,0.5721142888069153,0.7004044055938721,0.5806513428688049,0.6967610120773315
32,0.5719302296638489,0.699311375617981,0.5805771350860596,0.6962509751319885
33,0.572119951248169,0.6972346901893616,0.5805659890174866,0.6967610120773315
34,0.571692168712616,0.6999672055244446,0.5813337564468384,0.6954858303070068
35,0.5715939998626709,0.6998578906059265,0.5816864371299744,0.6939556002616882
36,0.571655809879303,0.7001858353614807,0.5805125832557678,0.6975261569023132
37,0.5714077949523926,0.7007322907447815,0.5806349515914917,0.6967610120773315
38,0.5711933970451355,0.7006230354309082,0.5805368423461914,0.6965059638023376
39,0.5712782740592957,0.6989834904670715,0.5810478329658508,0.6949757933616638
40,0.5713376402854919,0.7000765204429626,0.580771803855896,0.6952307820320129
41,0.5709850192070007,0.6986556053161621,0.5804986953735352,0.6942106485366821
42,0.5708147287368774,0.7005137205123901,0.580562949180603,0.6959959268569946
43,0.570629894733429,0.6999672055244446,0.5810327529907227,0.6947207450866699
44,0.5709052085876465,0.6979997754096985,0.5805784463882446,0.698546290397644
45,0.5708216428756714,0.6987649202346802,0.5808552503585815,0.6947207450866699
46,0.5703123807907104,0.6990928053855896,0.5804883241653442,0.6957408785820007
47,0.5705892443656921,0.6997486352920532,0.5806265473365784,0.6954858303070068
48,0.5701992511749268,0.7005137205123901,0.5810491442680359,0.6931905150413513
49,0.5703213214874268,0.6988741755485535,0.5805600881576538,0.6962509751319885
50,0.5700583457946777,0.6997486352920532,0.5821767449378967,0.6957408785820007
51,0.5698899030685425,0.7011695504188538,0.5812357068061829,0.6954858303070068
52,0.570051908493042,0.700295090675354,0.580426037311554,0.6982912421226501
53,0.5699103474617004,0.7006230354309082,0.5805457830429077,0.6954858303070068
54,0.5695667862892151,0.6999672055244446,0.5803906917572021,0.6970160603523254
55,0.5695393085479736,0.7001858353614807,0.5803488492965698,0.6990563869476318
56,0.5693033337593079,0.7035741806030273,0.580910861492157,0.6934455633163452
57,0.5690488219261169,0.701278805732727,0.5812511444091797,0.6959959268569946
58,0.5691829323768616,0.699311375617981,0.5805054903030396,0.6972711086273193
59,0.5689458847045898,0.7008416056632996,0.5817997455596924,0.694465696811676
60,0.568866491317749,0.7009509205818176,0.5805429816246033,0.6931905150413513
61,0.5688225626945496,0.7016067504882812,0.5804272294044495,0.6970160603523254
62,0.5687633156776428,0.7013881206512451,0.5807164907455444,0.6972711086273193
63,0.5684971809387207,0.7021532654762268,0.5809807181358337,0.6939556002616882
64,0.5684292316436768,0.7024811506271362,0.5818982720375061,0.6952307820320129
65,0.5681143403053284,0.7013881206512451,0.5812833905220032,0.6949757933616638
66,0.5679173469543457,0.7010602355003357,0.5813351273536682,0.6957408785820007
67,0.5680190920829773,0.7014974355697632,0.5808920860290527,0.6972711086273193
68,0.5680136680603027,0.7025904655456543,0.5808650255203247,0.6970160603523254
69,0.5679464936256409,0.7039020657539368,0.5808126926422119,0.6965059638023376
70,0.567615807056427,0.7028090357780457,0.5810056924819946,0.6965059638023376
